employee_id,salary,work_hours,experience,attrition
1,74944.8142616835,30.942875570602027,19.26094938462863,0
2,144085.71676918992,49.09231233791341,2.524198949851465,1
3,117839.27301736861,39.4306794322898,4.848861422838413,1
4,101839.0181036444,45.25712073494108,26.956625655812378,1
5,48722.236853092385,57.22699421778279,18.1928717897877,0
6,48719.34244034432,37.478766874466245,0.27591154849888944,0
7,36970.033460183935,42.31148769106889,3.044146285980963,0
8,133941.13749299222,52.66653415629146,19.905053073241675,1
9,102133.80140918506,36.863944964748676,0.1518475153865606,1
10,114968.70933552546,32.30939729486379,4.82424154252496,1
11,32470.139315496293,38.69254358741304,16.462013680997583,0
12,146389.18225943932,34.83663861762013,20.756855930780798,1
13,129893.1168960506,57.890929570277194,19.558837785078016,1
14,55480.693281393134,54.24361138693251,6.728079283816793,1
15,51818.99606485208,49.002112695312704,21.365376640426074,1
16,52008.54118241205,56.143817705631534,7.117472624904002,0
17,66509.06915514453,54.110162306973436,9.76199094477803,0
18,92970.77179586854,35.597101766581076,22.394742153540726,1
19,81833.4022370539,56.77676995469933,19.48898697141644,0
20,64947.49682376503,46.180267257469524,25.47670231482534,0
21,103422.34736668554,54.22320465492187,19.7283867690103,1
22,46739.263278245024,56.8827389977048,17.049258100064147,1
23,65057.35782422618,39.54010424915592,2.8102430348427743,0
24,73963.421195243,33.3015577358303,11.031474091783005,1
25,84728.3981060443,36.83805487625825,7.9560710304517634,0
26,124221.11536716163,42.81323365878769,7.319689301372508,1
27,53960.85385900317,54.54044297767479,29.190316642573368,0
28,91708.1326096334,55.82191749769031,11.792931740002812,1
29,101089.7482634451,30.20856391593572,26.761396655313398,0
30,35574.04952639973,45.32241907732697,18.934158779917887,0
31,102905.3822281726,42.52233009446337,23.844339106249453,0
32,50462.89484247498,36.66323431412191,15.079112793155764,1
33,37806.191158233545,33.595961020010485,17.307116538790773,0
34,143866.2644704,40.12845514210884,14.775530814565917,0
35,145875.84396894713,58.287291117375574,5.857289633941335,1
36,127007.68177397533,39.696087960622656,21.67356345784516,1
37,66553.65230080448,45.563718652300985,8.423170873225674,0
38,41720.65368076607,51.090568766855334,0.7294789929436152,0
39,112107.96318145882,40.90888807137882,19.364168877215036,1
40,82818.29924875216,59.15346248162882,5.313320382211469,1
41,44644.58818137346,58.87341884826334,28.21375753058743,1
42,89421.22921335243,37.553468874760924,28.61785731007762,1
43,34126.62253382621,44.91745517677156,27.445931706613457,1
44,139118.44824945385,39.02634929450309,11.104761007663331,0
45,61053.59779200203,38.54521483132403,0.46369849586602285,1
46,109502.67412247784,31.106608420635983,27.849556877631763,0
47,67405.32913072931,48.286930019396905,12.84552444951943,0
48,92408.1625413373,45.08037069686584,28.999644571310085,0
49,95605.23352119356,31.54436253749968,28.908599312677584,1
50,52182.53466306324,38.359393927098346,25.590283664020802,0
51,146350.15533174702,57.24797657899961,8.833466762087571,0
52,123015.93880333375,37.186856720009175,11.552931858057757,1
53,142739.8729877027,34.346846162736696,25.534100145505708,0
54,137379.28205131786,44.68358280832689,9.50766015468833,0
55,101747.99745733022,59.56951362331802,5.084782400582775,1
56,140624.908202774,37.26165814534501,16.704037873750504,0
57,40619.100246230344,50.16406642217636,28.08464322482343,0
58,53517.943490297424,52.84858845986153,20.88089390024919,0
59,35427.27466926457,37.12912631977199,17.101835102680948,1
60,69039.63969159173,51.84649045835579,2.9152948131230563,1
61,76641.27476273784,41.03349398157759,18.45021680097509,1
62,62561.88381286751,48.96917491780738,29.701615503127897,0
63,129448.50109823151,49.00589132282684,4.202520457095721,0
64,72810.39920323071,46.073240522242756,15.549889570912102,1
65,63712.14116248569,32.70869310163225,26.321192157838663,0
66,95123.52997898981,55.05907486767714,22.223058532626133,0
67,46910.90699697152,39.623401949152075,20.91047222985804,1
68,126263.63769048476,35.595555311995625,21.07452251961328,1
69,38946.0772415725,31.223254246642917,10.784734536592655,0
70,148426.4323920621,47.72678829564725,8.807755327934801,0
71,122669.37231559888,50.32693085526847,24.28083466435541,0
72,53845.88178410069,30.497634867835686,24.30340184037542,1
73,30662.65405483229,45.36279174897843,26.012169557403112,1
74,127855.3714145801,36.79487325593814,27.397216576694138,1
75,114822.88126171405,49.35518371228349,15.340271965828133,1
76,117480.86016491847,35.23099287014974,15.045488840615988,0
77,122552.44160231348,50.72813214307398,23.948855369003255,1
78,38885.358208090845,41.602060389016124,19.498917923332954,1
79,73015.88742531271,58.101899662102035,21.0590063177311,1
80,43904.287143015565,34.1256283243798,23.87378008308303,1
81,133572.41110507122,40.231990531507755,26.70016025452699,1
82,104795.77521930695,33.40420563721767,10.139854705546075,0
83,69707.7629823179,57.74080854835688,11.26748857919832,0
84,37627.00203432284,56.32018060142943,2.81945819522607,1
85,67317.87860587946,37.73824883145467,17.34840422988522,0
86,69021.99864320965,49.79952138102537,1.0782682139022626,1
87,117552.74140056768,54.51666600603647,13.967940543973805,1
88,106506.89656262558,46.65602434798387,16.2793390412273,0
89,136465.5291091592,45.889517350680194,8.596237563848533,0
90,86665.7910194339,37.255568727013554,17.724997817070324,1
91,44351.309512596206,32.79308303417697,0.9150074981714829,1
92,115589.3744667594,56.91647273859981,1.1204456624764325,1
93,121294.2058340277,57.01254171489991,24.678016819789747,0
94,97353.26370833955,48.99304371819804,10.805719242337886,1
95,122516.06159454733,40.17089373146102,3.8118153795565437,1
96,89255.4715637269,40.476287238379825,15.667297801644132,1
97,92727.93952583929,51.77867036610718,23.099806592958323,0
98,81304.92220302596,56.913307798577314,6.4746308249052955,1
99,33050.29520929142,56.61259272795352,18.686714274570008,1
100,42946.97123919654,53.396266375728715,2.56042394981304,0
