transaction_id,transaction_amount,transaction_time,account_age_days
7,337.5138802325873,16.818976991484266,2677.14265998935
25,2307.5464218743277,15.168818112566063,2628.2362357837524
6,822.172875664203,6.534296156674483,1339.693989874946
38,533.4769643316001,8.037711244672607,1495.4969225669995
85,1589.362492492528,8.337856050481886,1915.2655159563292
35,4829.878563719069,14.682704143818617,1041.4684052701255
83,1687.9452230206134,12.574500887109135,3178.106730959368
70,4935.0903361725605,7.534926090924941,444.9765528862283
15,950.033587675148,7.308658467089481,2252.8231617915444
66,2736.34561163333,12.252313256227305,2076.644481727143
44,4551.135990289971,12.181703240447998,1848.437813056967
8,4337.571921585929,11.344051678297554,3284.741422831649
72,1033.6426235941535,11.453261104519509,3614.6911678701344
100,35679.164119915375,0.6353025632594239,5.182025784694632
59,273.8750801071634,14.320696924718572,3520.8509186668475
27,1038.3852216838807,21.233552098699384,1255.1689284654003
65,1440.6258229525347,18.379677926401612,701.6992507356283
11,151.8932467642221,10.237967895530874,2379.2123438477215
73,77.33447976183187,9.170814676797523,597.2982540896603
50,965.0295548513589,10.84228840441695,728.7429118950238
3,3673.3700119664554,13.268197312095344,3296.484102929823
18,2647.5443365795772,21.80486008982374,2455.431280333598
54,4479.3953846168615,6.875138771249819,1414.0633859068275
20,1491.5842439803075,16.7678638606772,670.8685825321202
90,2387.463879551649,10.385007671157645,2925.063976498159
2,4756.035816729085,14.886458099493899,3285.11594073431
43,220.22317952033106,17.951322301218024,2148.0087904235747
45,1330.9609089200837,22.52029540625633,793.112606683058
24,1863.4911243037739,21.173502974329622,896.1560485849873
53,4700.519760742736,14.545543394890645,3347.768585282592
4,3013.359496775331,6.4321251546496185,2347.5101733201013
93,3815.8859906536422,15.43841379719086,1433.3194818718011
41,654.0892624816552,11.49444984435284,2921.580127572852
76,3658.585481802887,17.5185941513188,2729.7285930274256
32,894.0944122520931,19.906251020682383,2117.4955418409245
88,3205.909483208305,21.71979151073557,2407.371954261066
42,2501.1257050507875,14.819440569637223,1884.361680523432
31,3057.34701691212,13.260832406646358,2434.525767666219
78,416.5210260837473,14.705581991087776,2593.818498154238
60,1660.3851372781585,22.75605771988021,3128.1835669091283
86,1659.657444032398,11.798127967854395,1880.3828461395585
10,3554.9592600904252,21.42863005674358,2868.5581877945647
84,364.613833915817,21.924409808524487,3342.003961575473
37,1557.838157408185,9.775832778002414,3554.1874693711816
80,623.5518446493921,16.967937436960646,1142.2510471389514
33,372.0053852771336,20.632419915357836,432.5454257897283
36,4051.5668731764827,13.095987053529242,966.1632339957467
39,3436.9534812351767,11.739457913861674,3266.7652708787523
21,3078.6718288757784,20.8148300331912,2048.004952251381
77,3867.7882160954314,6.281993091773555,2574.4058805332015
56,4613.2774633644285,21.440520061433112,3395.530897186425
68,4020.875054732496,16.77000508293521,2570.905778196154
71,3872.6116080184543,20.200142425017045,2283.2756547820527
82,3135.3257277964117,17.74594154774192,2975.9025511110917
74,4086.534070851429,6.693177406430987,1940.0702658912653
95,3866.287540775077,10.111488945307679,2152.8945005364176
46,3329.4853075522105,22.361604014015892,2664.705009178344
92,3580.5616967538253,19.89277740342067,1299.882806822952
49,2756.2158827492344,11.114931266885083,2391.4266504704456
98,33992.56221476518,4.113002803298292,11.575230347345316
5,822.2922701900608,7.8341542588861754,1303.5557582228873
28,2595.4604701473772,11.406059074521686,2750.0444881689855
14,1101.078597857467,9.889568813357581,3289.8673692711313
29,2982.45211586711,7.870882716970505,2406.1967916176122
57,488.0378851570015,10.07255214133853,1620.0537265264659
51,4849.443907434565,6.627078105027057,3438.6279744528456
75,3548.9438520457047,16.04518003420011,3214.6744053442417
26,3936.621008895417,19.72648263778906,942.2342606136402
67,747.574913625075,16.74919912009085,3423.3494482707724
22,740.494610227607,19.66242530728495,2556.227951809061
69,419.0256862148656,15.108169629270893,2123.7171538172456
89,4441.703075752816,20.91476900747668,2591.9824142648467
64,1815.928967133267,10.039838247870794,1225.0731183047858
61,1973.952583962936,10.114939615695507,1145.2935668470293
99,25028.943824489954,1.8009532070563146,31.521633315131012
79,1824.4053562941494,9.850428178364945,1376.193586830131
48,2624.3367048301634,14.453224600170552,186.32168083166113
34,4746.983409404,6.118186219030242,1405.391100860989
81,4322.361958084188,8.964229293084855,2973.2321019487235
87,3661.5505827734173,7.929049861090014,2933.947885332052
1,1903.9735882944444,14.394525138194643,430.5148257109422
12,4851.053768201872,12.976509691605706,398.69687573242334
9,3025.5193081288835,14.645701749799947,3249.1568061411663
23,1496.11601024933,9.171691001062609,2414.462471234232
62,1393.1777072807847,17.426304305899933,1467.0969365368346
97,31295.930634636105,0.18674094374607209,38.72968410183193
58,1020.1151689747687,8.463212825550793,3531.624607605027
91,641.9915173945934,17.219728782581043,3259.5189634523604
63,4152.25067030205,18.947533460588197,3121.535183884842
17,1555.9991026497116,8.740761883318076,460.22397717441396
19,2188.127842278473,19.73804645259509,117.96862265407634
30,279.92954296398875,9.874897763213008,3114.743107254332
13,4170.591071962088,18.844369355231827,673.7819350358789
16,957.8523237744974,10.925774699534056,132.64953323903524
52,3886.907475637517,16.362593677658246,3486.446448359185
40,2228.7548440110263,22.029464966512826,2340.5421222902833
55,3009.6048951148714,10.736989892022393,154.87098867747937
47,1592.9698266425842,10.280299029031191,1096.7418866650382
94,2828.3221279690065,15.00405983205211,433.63588643508496
96,16257.979582885973,0.15250124969524714,26.589919742685414
